Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,9,30.8,162.7
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,7,23.9,126.6
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,27,92.3,488.1
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,9,30.8,162.7
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,23,78.6,415.8
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4,13.7,72.3
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,4,13.7,72.3
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,7,23.9,126.6
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,58,198.2,1048.6
2020,June,Horsham,Hindmarsh,HINDMARSH,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,10.3,54.2
2020,June,Horsham,Hindmarsh,HINDMARSH,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,5,17.1,90.4
2020,June,Horsham,Hindmarsh,HINDMARSH,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,16,54.7,289.3
2020,June,Horsham,Hindmarsh,HINDMARSH,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,5,17.1,90.4
2020,June,Horsham,Hindmarsh,HINDMARSH,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9,30.8,162.7
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,26,88.9,470.1
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,15,51.3,271.2
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1,3.4,18.1
2020,June,Horsham,Hindmarsh,HINDMARSH,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,6.8,36.2
2020,June,Horsham,Hindmarsh,HINDMARSH,F Other offences,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,3.4,18.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,6.8,10.0
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,54,184.5,270.9
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,42,143.5,210.7
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",9,30.8,45.2
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,106,362.2,531.8
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,54,184.5,270.9
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,74,252.9,371.3
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,13.7,20.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,11,37.6,55.2
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,7,23.9,35.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,34,116.2,170.6
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,14,47.8,70.2
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,14,47.8,70.2
2020,June,Horsham,Horsham,HORSHAM,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,17,58.1,85.3
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,13.7,20.1
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,149,509.2,747.6
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,12,41.0,60.2
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,4,13.7,20.1
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,24,82.0,120.4
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,47,160.6,235.8
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,23,78.6,115.4
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,21,71.8,105.4
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,61,208.5,306.1
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,69,235.8,346.2
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,17,58.1,85.3
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,18,61.5,90.3
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,163,557.0,817.8
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,128,437.4,642.2
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,41,140.1,205.7
2020,June,Horsham,Horsham,HORSHAM,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,3,10.3,15.1
2020,June,Horsham,Horsham,HORSHAM,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,13,44.4,65.2
2020,June,Horsham,Horsham,HORSHAM,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,8,27.3,40.1
2020,June,Horsham,Horsham,HORSHAM,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,135,461.3,677.3
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,7,23.9,35.1
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,39,133.3,195.7
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,10.3,15.1
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,2,6.8,10.0
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,20,68.3,100.3
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,17,58.1,85.3
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,5,17.1,25.1
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,11,37.6,55.2
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,8,27.3,40.1
2020,June,Horsham,Horsham,HORSHAM,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,3.4,5.0
2020,June,Horsham,Horsham,HORSHAM,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,4,13.7,20.1
2020,June,Horsham,Horsham,HORSHAM,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,32,109.4,160.6
2020,June,Horsham,Horsham,HORSHAM,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,27.3,40.1
2020,June,Horsham,Horsham,HORSHAM,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,6,20.5,30.1
2020,June,Horsham,Horsham,HORSHAM,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,31,105.9,155.5
